image_id,image_filename,url,label,category,locator,prompt,x1,y1,x2,y2
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Computers & Tablets,Card,Card displaying computers and tablets,Click element: Card displaying computers and tablets,1194,502,1334,634
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Audio,Card,Card displaying audio products,Click element: Card displaying audio products,1350,502,1502,638
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Men's fashion,Card,Card displaying men's fashion items,Click element: Card displaying men's fashion items,80,676,234,776
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Best sellers,Card,Card displaying best selling items,Click element: Card displaying best selling items,246,670,394,776
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Shop early Prime Day deals,Button,Button to shop early Prime Day deals,Click element: Button to shop early Prime Day deals,82,824,286,844
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Under $250,Card,Card displaying items under $250,Click element: Card displaying items under $250,450,670,602,776
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Under $300,Card,Card displaying items under $300,Click element: Card displaying items under $300,614,676,764,776
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Accessories,Card,Card displaying accessories,Click element: Card displaying accessories,1190,666,1334,776
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,4+ star picks,Card,Card displaying 4+ star rated products,Click element: Card displaying 4+ star rated products,1350,662,1502,776
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Shop Back to School,Button,Button to shop Back to School deals,Click element: Button to shop Back to School deals,1194,828,1338,844
61,www.amazon.com_003_font_clean.png,https://www.amazon.com,Stain & Soap Scum Resistant,Text Area,Text describing the product feature,Click element: Text describing the product feature,306,32,410,56
73,www.amazon.com_004_clean.png,https://www.amazon.com,Blink Outdoor 4 (newest model)...,Card,First product card in 'Early Deals on Amazon devices',Click element: First product card in 'Early Deals on Amazon devices',80,40,310,358
73,www.amazon.com_004_clean.png,https://www.amazon.com,Ring Doorbell with Ring Indoor Cam (2nd Gen),Card,Second product card in 'Early Deals on Amazon devices',Click element: Second product card in 'Early Deals on Amazon devices',326,40,570,358
73,www.amazon.com_004_clean.png,https://www.amazon.com,Ring Alarm 14-Piece Kit – Wireless...,Card,Fifth product card in 'Early Deals on Amazon devices',Click element: Fifth product card in 'Early Deals on Amazon devices',832,40,1068,354
73,www.amazon.com_004_clean.png,https://www.amazon.com,TP-Link AX1200 WiFi Extender...,Card,First product card in 'Hot prices on top products',Click element: First product card in 'Hot prices on top products',76,438,318,744
73,www.amazon.com_004_clean.png,https://www.amazon.com,TP-Link USB Bluetooth Adapter for...,Card,Second product card in 'Hot prices on top products',Click element: Second product card in 'Hot prices on top products',326,446,570,744
73,www.amazon.com_004_clean.png,https://www.amazon.com,Philips Sonicare 4100 Rechargeable...,Card,Third product card in 'Hot prices on top products',Click element: Third product card in 'Hot prices on top products',578,438,824,752
73,www.amazon.com_004_clean.png,https://www.amazon.com,Shop college essentials,Button,First category button at the bottom,Click element: First category button at the bottom,82,802,318,828
73,www.amazon.com_004_clean.png,https://www.amazon.com,Dive into swim,Button,Second category button at the bottom,Click element: Second category button at the bottom,452,802,598,828
73,www.amazon.com_004_clean.png,https://www.amazon.com,Pet wellness must-haves,Button,Third category button at the bottom,Click element: Third category button at the bottom,824,802,1068,828
73,www.amazon.com_004_clean.png,https://www.amazon.com,Shop college-ready styles,Button,Fourth category button at the bottom,Click element: Fourth category button at the bottom,438,792,772,832
73,www.amazon.com_004_clean.png,https://www.amazon.com,62% off,Badge/Chip,Discount badge on Blink Outdoor 4 card,Click element: Discount badge on Blink Outdoor 4 card,82,270,136,290
73,www.amazon.com_004_clean.png,https://www.amazon.com,50% off,Badge/Chip,Discount badge on Ring Doorbell card,Click element: Discount badge on Ring Doorbell card,334,270,386,290
73,www.amazon.com_004_clean.png,https://www.amazon.com,40% off,Badge/Chip,Discount badge on Ring Indoor Cam card,Click element: Discount badge on Ring Indoor Cam card,586,270,638,290
73,www.amazon.com_004_clean.png,https://www.amazon.com,54% off,Badge/Chip,Discount badge on Blink Outdoor 4 Floodlight Camera card,Click element: Discount badge on Blink Outdoor 4 Floodlight Camera card,840,270,880,290
73,www.amazon.com_004_clean.png,https://www.amazon.com,40% off,Badge/Chip,Discount badge on Ring Alarm 14-Piece Kit card,Click element: Discount badge on Ring Alarm 14-Piece Kit card,1092,270,1136,290
73,www.amazon.com_004_clean.png,https://www.amazon.com,27% off,Badge/Chip,"Discount badge on Amazon Fire TV 32"" 2-Series card","Click element: Discount badge on Amazon Fire TV 32"" 2-Series card",1342,270,1394,290
73,www.amazon.com_004_clean.png,https://www.amazon.com,55% off,Badge/Chip,Discount badge on TP-Link AX1200 WiFi Extender card,Click element: Discount badge on TP-Link AX1200 WiFi Extender card,84,670,124,684
73,www.amazon.com_004_clean.png,https://www.amazon.com,43% off,Badge/Chip,Discount badge on TP-Link USB Bluetooth Adapter card,Click element: Discount badge on TP-Link USB Bluetooth Adapter card,334,666,378,688
73,www.amazon.com_004_clean.png,https://www.amazon.com,30% off,Badge/Chip,Discount badge on Philips Sonicare 4100 Rechargeable card,Click element: Discount badge on Philips Sonicare 4100 Rechargeable card,586,666,634,688
73,www.amazon.com_004_clean.png,https://www.amazon.com,50% off,Badge/Chip,Discount badge on Craftsman VERSASTACK Mechanics card,Click element: Discount badge on Craftsman VERSASTACK Mechanics card,840,666,888,688
73,www.amazon.com_004_clean.png,https://www.amazon.com,33% off,Badge/Chip,Discount badge on HyperX SoloCast - USB Condenser card,Click element: Discount badge on HyperX SoloCast - USB Condenser card,1088,666,1140,688
73,www.amazon.com_004_clean.png,https://www.amazon.com,35% off,Badge/Chip,Discount badge on TP-Link AXE5400 Tri-Band Wi card,Click element: Discount badge on TP-Link AXE5400 Tri-Band Wi card,1342,670,1390,688
73,www.amazon.com_004_clean.png,https://www.amazon.com,See more,Link,See more link under 'Early Deals on Amazon devices',Click element: See more link under 'Early Deals on Amazon devices',390,8,454,24
73,www.amazon.com_004_clean.png,https://www.amazon.com,See more,Link,See more link under 'Hot prices on top products',Click element: See more link under 'Hot prices on top products',346,402,410,422
73,www.amazon.com_004_clean.png,https://www.amazon.com,amazon prime,Image,Amazon Prime logo on the right side,Click element: Amazon Prime logo on the right side,1378,116,1506,204
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,Early Deals on Amazon devices,Banner/Alert,Top banner text,Click element: Top banner text,76,4,342,24
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,Blink Outdoor 4 (newest model),Card,First product card in the 'Early Deals' section,Click element: First product card in the 'Early Deals' section,76,36,318,354
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,67% off,Badge/Chip,Discount badge on the first product card,Click element: Discount badge on the first product card,82,270,132,290
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,50% off,Badge/Chip,Discount badge on the second product card,Click element: Discount badge on the second product card,334,270,382,290
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,Hot prices on top products,Banner/Alert,Section header for 'Hot prices on top products',Click element: Section header for 'Hot prices on top products',76,400,306,426
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,TP-Link AX2100 WiFi Extender,Card,First product card in the 'Hot prices' section,Click element: First product card in the 'Hot prices' section,72,434,318,752
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,53% off,Badge/Chip,Discount badge on the first product card in 'Hot prices',Click element: Discount badge on the first product card in 'Hot prices',82,670,128,688
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,TP-Link USB Bluetooth Adapter for PC...,Card,Second product card in the 'Hot prices' section,Click element: Second product card in the 'Hot prices' section,326,438,570,752
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,47% off,Badge/Chip,Discount badge on the second product card in 'Hot prices',Click element: Discount badge on the second product card in 'Hot prices',334,666,382,688
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,Shop college essentials,Button,Button to shop college essentials,Click element: Button to shop college essentials,82,804,282,824
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,Dive into swim,Button,Button to dive into swim,Click element: Button to dive into swim,454,800,586,828
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,Pet wellness must-haves,Button,Button to shop pet wellness,Click element: Button to shop pet wellness,824,840,1132,900
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,Shop college-ready styles,Button,Button to shop college-ready styles,Click element: Button to shop college-ready styles,1194,800,1418,828
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,See more,Link,See more link under 'Early Deals on Amazon devices',Click element: See more link under 'Early Deals on Amazon devices',354,8,414,24
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,See more,Link,See more link under 'Hot prices on top products',Click element: See more link under 'Hot prices on top products',318,402,374,422
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,"Amazon Fire TV 32"" 2 Series",Card,Last product card in the 'Early Deals' section,Click element: Last product card in the 'Early Deals' section,1338,36,1538,354
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,27% off,Badge/Chip,Discount badge on the last product card in 'Early Deals',Click element: Discount badge on the last product card in 'Early Deals',1342,270,1394,290
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,Philips Sonicare 4100 Rechargeable Elect...,Card,Fourth product card in the 'Hot prices' section,Click element: Fourth product card in the 'Hot prices' section,832,442,1072,748
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,30% off,Badge/Chip,Discount badge on the fourth product card in 'Hot prices',Click element: Discount badge on the fourth product card in 'Hot prices',836,666,888,688
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,HyperX SoloCast - USB Condenser...,Card,Fifth product card in the 'Hot prices' section,Click element: Fifth product card in the 'Hot prices' section,1084,438,1322,752
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,33% off,Badge/Chip,Discount badge on the fifth product card in 'Hot prices',Click element: Discount badge on the fifth product card in 'Hot prices',836,666,888,688
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,TP-Link AXE5400 Tri-Band WiFi...,Card,Sixth product card in the 'Hot prices' section,Click element: Sixth product card in the 'Hot prices' section,1084,442,1314,748
79,www.amazon.com_004_font_clean.png,https://www.amazon.com,35% off,Badge/Chip,Discount badge on the sixth product card in 'Hot prices',Click element: Discount badge on the sixth product card in 'Hot prices',1088,666,1140,692
91,www.amazon.com_005_clean.png,https://www.amazon.com,Study supplies,Link,First category link at the top,Click element: First category link at the top,80,52,160,68
91,www.amazon.com_005_clean.png,https://www.amazon.com,Electronics,Link,Second category link at the top,Click element: Second category link at the top,246,54,304,68
91,www.amazon.com_005_clean.png,https://www.amazon.com,Dog flea & tick,Link,Third category link at the top,Click element: Third category link at the top,820,54,900,70
91,www.amazon.com_005_clean.png,https://www.amazon.com,Cat flea & tick,Link,Fourth category link at the top,Click element: Fourth category link at the top,988,56,1060,68
91,www.amazon.com_005_clean.png,https://www.amazon.com,Backpacks & bags,Link,Fifth category link at the top,Click element: Fifth category link at the top,988,56,1060,68
91,www.amazon.com_005_clean.png,https://www.amazon.com,Clothing,Link,Sixth category link at the top,Click element: Sixth category link at the top,984,56,1060,68
91,www.amazon.com_005_clean.png,https://www.amazon.com,Dorm essentials,Link,Seventh category link at the top,Click element: Seventh category link at the top,820,214,892,230
91,www.amazon.com_005_clean.png,https://www.amazon.com,Fashion,Link,Eighth category link at the top,Click element: Eighth category link at the top,80,212,168,230
91,www.amazon.com_005_clean.png,https://www.amazon.com,Supplements,Link,Ninth category link at the top,Click element: Ninth category link at the top,820,214,892,230
91,www.amazon.com_005_clean.png,https://www.amazon.com,Pet wellness deals,Link,Tenth category link at the top,Click element: Tenth category link at the top,984,216,1084,230
91,www.amazon.com_005_clean.png,https://www.amazon.com,Shoes,Link,Eleventh category link at the top,Click element: Eleventh category link at the top,984,214,1084,230
91,www.amazon.com_005_clean.png,https://www.amazon.com,Accessories,Link,Twelfth category link at the top,Click element: Twelfth category link at the top,1194,212,1226,230
91,www.amazon.com_005_clean.png,https://www.amazon.com,Shop all,Button,First shop button,Click element: First shop button,82,262,128,282
91,www.amazon.com_005_clean.png,https://www.amazon.com,Shop now on Shopbob,Button,Second shop button,Click element: Second shop button,452,262,760,280
91,www.amazon.com_005_clean.png,https://www.amazon.com,Shop all pet wellness,Button,Third shop button,Click element: Third shop button,822,264,944,282
91,www.amazon.com_005_clean.png,https://www.amazon.com,Shop now,Button,Fourth shop button,Click element: Fourth shop button,1194,266,1250,280
91,www.amazon.com_005_clean.png,https://www.amazon.com,MIGHTY PATCH,Image,First product image in 'Best Sellers',Click element: First product image in 'Best Sellers',96,378,220,578
91,www.amazon.com_005_clean.png,https://www.amazon.com,Neutrogena MAKEUP REMOVER,Image,Second product image in 'Best Sellers',Click element: Second product image in 'Best Sellers',242,378,434,574
91,www.amazon.com_005_clean.png,https://www.amazon.com,Amazon Basics Cotton Swabs,Image,Third product image in 'Best Sellers',Click element: Third product image in 'Best Sellers',446,378,634,578
91,www.amazon.com_005_clean.png,https://www.amazon.com,"Save now, with lower MSRP",Text Area,Nissan ad text,Click element: Nissan ad text,1242,530,1390,570
91,www.amazon.com_005_clean.png,https://www.amazon.com,Sponsored,Badge/Chip,Sponsored badge on Nissan ad,Click element: Sponsored badge on Nissan ad,1450,578,1522,594
91,www.amazon.com_005_clean.png,https://www.amazon.com,Careers,Link,First link in the footer,Click element: First link in the footer,302,772,354,792
91,www.amazon.com_005_clean.png,https://www.amazon.com,Amazon Newsletter,Link,Second link in the footer,Click element: Second link in the footer,542,772,638,788
91,www.amazon.com_005_clean.png,https://www.amazon.com,Amazon Store Card,Link,Link in Amazon Payment Products section,Click element: Link in Amazon Payment Products section,824,828,964,844
91,www.amazon.com_005_clean.png,https://www.amazon.com,Your Account,Link,First link in 'Let Us Help You' section,Click element: First link in 'Let Us Help You' section,1152,772,1234,792
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Study supplies,Link,Link to study supplies category,Click element: Link to study supplies category,82,56,398,68
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Electronics,Link,Link to electronics category,Click element: Link to electronics category,246,56,300,68
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Dog flea & tick,Link,Link to dog flea & tick products,Click element: Link to dog flea & tick products,824,56,896,68
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Cat flea & tick,Link,Link to cat flea & tick products,Click element: Link to cat flea & tick products,984,56,1056,68
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Backpacks & bags,Link,Link to backpacks & bags category,Click element: Link to backpacks & bags category,1194,56,1282,68
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Clothing,Link,Link to clothing category,Click element: Link to clothing category,1354,56,1398,68
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Dorm essentials,Link,Link to dorm essentials category,Click element: Link to dorm essentials category,82,216,158,230
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Fashion,Link,Link to fashion category,Click element: Link to fashion category,246,216,284,230
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Shop all,Link,Link to shop all,Click element: Link to shop all,82,266,124,280
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Shop now on Shopbop,Button,Button to shop now on Shopbop,Click element: Button to shop now on Shopbop,454,266,570,280
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Supplements,Link,Link to supplements category,Click element: Link to supplements category,822,214,884,230
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Pet wellness deals,Link,Link to pet wellness deals,Click element: Link to pet wellness deals,984,216,1072,230
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Shoes,Link,Link to shoes category,Click element: Link to shoes category,1194,212,1222,234
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Accessories,Link,Link to accessories category,Click element: Link to accessories category,1354,216,1414,230
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,MIGHTY PATCH,Image,Image of Mighty Patch product,Click element: Image of Mighty Patch product,84,378,230,578
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,MAKEUP REMOVER,Image,Image of Neutrogena Makeup Remover,Click element: Image of Neutrogena Makeup Remover,446,374,634,578
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,cotton swabs,Image,Image of Amazon Basics cotton swabs,Click element: Image of Amazon Basics cotton swabs,666,378,776,574
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,lust,Image,Image of Lust product,Click element: Image of Lust product,450,0,762,242
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,PanOxyl,Image,Image of PanOxyl product,Click element: Image of PanOxyl product,1112,378,1186,574
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,"Save now, with lower MSRPs",Banner/Alert,Banner promoting Nissan savings,Click element: Banner promoting Nissan savings,1222,326,1522,578
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Careers,Link,Careers link in the footer,Click element: Careers link in the footer,302,772,346,790
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Amazon Newsletter,Link,Amazon Newsletter link in the footer,Click element: Amazon Newsletter link in the footer,302,800,362,828
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Amazon Store Card,Link,Amazon Store Card link in the footer,Click element: Amazon Store Card link in the footer,822,800,932,816
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Your Account,Link,Your Account link in the footer,Click element: Your Account link in the footer,1128,772,1206,790
97,www.amazon.com_005_font_clean.png,https://www.amazon.com,Returns & Replacements,Link,Returns & Replacements link in the footer,Click element: Returns & Replacements link in the footer,1128,880,1270,896
109,www.amazon.com_006_clean.png,https://www.amazon.com,Sustainability,Link,Sustainability link in the top navigation bar,Click element: Sustainability link in the top navigation bar,302,0,526,16
109,www.amazon.com_006_clean.png,https://www.amazon.com,Become an Affiliate,Link,Become an Affiliate link in the top navigation bar,Click element: Become an Affiliate link in the top navigation bar,542,0,688,20
109,www.amazon.com_006_clean.png,https://www.amazon.com,Amazon Music,Card,Amazon Music card in the lower section,Click element: Amazon Music card in the lower section,302,414,382,454
109,www.amazon.com_006_clean.png,https://www.amazon.com,Amazon Ads,Card,Amazon Ads card in the lower section,Click element: Amazon Ads card in the lower section,446,414,590,470
109,www.amazon.com_006_clean.png,https://www.amazon.com,6pm,Card,6pm card in the lower section,Click element: 6pm card in the lower section,594,414,716,454
109,www.amazon.com_006_clean.png,https://www.amazon.com,Abebooks,Card,Abebooks card in the lower section,Click element: Abebooks card in the lower section,740,414,860,454
109,www.amazon.com_006_clean.png,https://www.amazon.com,ACX,Card,ACX card in the lower section,Click element: ACX card in the lower section,886,414,1008,466
109,www.amazon.com_006_clean.png,https://www.amazon.com,Sell on Amazon,Card,Sell on Amazon card in the lower section,Click element: Sell on Amazon card in the lower section,1032,414,1132,454
109,www.amazon.com_006_clean.png,https://www.amazon.com,Veeqo,Card,Veeqo card in the lower section,Click element: Veeqo card in the lower section,1178,414,1286,466
109,www.amazon.com_006_clean.png,https://www.amazon.com,Amazon Business,Card,Amazon Business card in the lower section,Click element: Amazon Business card in the lower section,302,482,422,526
109,www.amazon.com_006_clean.png,https://www.amazon.com,Amazon Fresh,Card,Amazon Fresh card in the lower section,Click element: Amazon Fresh card in the lower section,446,482,550,526
109,www.amazon.com_006_clean.png,https://www.amazon.com,Home Services,Card,Home Services card in the lower section,Click element: Home Services card in the lower section,740,482,872,542
109,www.amazon.com_006_clean.png,https://www.amazon.com,Audible,Card,Audible card in the lower section,Click element: Audible card in the lower section,1032,482,1154,550
109,www.amazon.com_006_clean.png,https://www.amazon.com,Box Office Mojo,Card,Box Office Mojo card in the lower section,Click element: Box Office Mojo card in the lower section,1178,482,1266,526
109,www.amazon.com_006_clean.png,https://www.amazon.com,Goodreads,Card,Goodreads card in the lower section,Click element: Goodreads card in the lower section,302,566,422,618
109,www.amazon.com_006_clean.png,https://www.amazon.com,IMDb,Card,IMDb card in the lower section,Click element: IMDb card in the lower section,594,566,720,634
109,www.amazon.com_006_clean.png,https://www.amazon.com,Kindle Direct Publishing,Card,Kindle Direct Publishing card in the lower section,Click element: Kindle Direct Publishing card in the lower section,740,566,872,634
109,www.amazon.com_006_clean.png,https://www.amazon.com,Amazon Photos,Card,Amazon Photos card in the lower section,Click element: Amazon Photos card in the lower section,884,566,996,620
109,www.amazon.com_006_clean.png,https://www.amazon.com,Shopbop,Card,Shopbop card in the lower section,Click element: Shopbop card in the lower section,1178,566,1282,610
109,www.amazon.com_006_clean.png,https://www.amazon.com,Amazon Resale,Card,Amazon Resale card in the lower section,Click element: Amazon Resale card in the lower section,302,650,422,708
109,www.amazon.com_006_clean.png,https://www.amazon.com,Whole Foods,Card,Whole Foods card in the lower section,Click element: Whole Foods card in the lower section,446,650,590,720
109,www.amazon.com_006_clean.png,https://www.amazon.com,Ring,Card,Ring card in the lower section,Click element: Ring card in the lower section,884,650,1000,692
109,www.amazon.com_006_clean.png,https://www.amazon.com,Blink,Card,Blink card in the lower section,Click element: Blink card in the lower section,1178,650,1278,692
109,www.amazon.com_006_clean.png,https://www.amazon.com,English,Dropdown/Select,Language dropdown in the header,Click element: Language dropdown in the header,732,306,860,338
109,www.amazon.com_006_clean.png,https://www.amazon.com,United States,Dropdown/Select,Country dropdown in the header,Click element: Country dropdown in the header,876,306,1008,338
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Accessibility,Link,Accessibility link in the top navigation bar,Click element: Accessibility link in the top navigation bar,302,4,374,20
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Amazon Music,Link,Amazon Music link in the bottom left section,Click element: Amazon Music link in the bottom left section,302,434,374,446
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Amazon Ads,Link,Amazon Ads link in the bottom left section,Click element: Amazon Ads link in the bottom left section,446,434,510,446
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,6pm,Link,6pm link in the bottom center section,Click element: 6pm link in the bottom center section,594,434,614,446
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Abebooks,Link,Abebooks link in the bottom center section,Click element: Abebooks link in the bottom center section,740,434,792,446
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Sell on Amazon,Link,Sell on Amazon link in the bottom right section,Click element: Sell on Amazon link in the bottom right section,1032,434,1108,446
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Veeqo,Link,Veeqo link in the bottom right section,Click element: Veeqo link in the bottom right section,1178,432,1210,446
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Amazon Fresh,Link,Amazon Fresh link in the bottom left section,Click element: Amazon Fresh link in the bottom left section,446,502,518,514
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,AmazonGlobal,Link,AmazonGlobal link in the bottom center section,Click element: AmazonGlobal link in the bottom center section,594,502,666,518
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Audible,Link,Audible link in the bottom right section,Click element: Audible link in the bottom right section,1032,502,1068,518
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Kindle Direct Publishing,Link,Kindle Direct Publishing link in the bottom center section,Click element: Kindle Direct Publishing link in the bottom center section,740,574,804,614
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Prime Video Direct,Link,Prime Video Direct link in the bottom right section,Click element: Prime Video Direct link in the bottom right section,1032,574,1124,586
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Whole Foods Market,Link,Whole Foods Market link in the bottom left section,Click element: Whole Foods Market link in the bottom left section,448,656,550,670
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Woot!,Link,Woot! link in the bottom center section,Click element: Woot! link in the bottom center section,594,654,622,670
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Zappos,Link,Zappos link in the bottom center section,Click element: Zappos link in the bottom center section,740,658,776,670
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,English,Dropdown/Select,Language dropdown in the top center,Click element: Language dropdown in the top center,756,330,840,350
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,United States,Dropdown/Select,Country dropdown in the top center,Click element: Country dropdown in the top center,872,322,1002,358
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Gift Cards,Link,Gift Cards link in the top navigation bar,Click element: Gift Cards link in the top navigation bar,822,96,880,112
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Your Privacy Choices,Link,Your Privacy Choices link in the footer,Click element: Your Privacy Choices link in the footer,928,836,1052,848
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Amazon Renewed,Link,Amazon Renewed link in the bottom center section,Click element: Amazon Renewed link in the bottom center section,888,724,974,740
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Help,Link,Help link in the top navigation bar,Click element: Help link in the top navigation bar,1128,156,1158,172
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Return & Replacements,Link,Return & Replacements link in the top navigation bar,Click element: Return & Replacements link in the top navigation bar,1126,16,1270,32
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Manage Your Content and Devices,Link,Manage Your Content and Devices link in the top navigation bar,Click element: Manage Your Content and Devices link in the top navigation bar,1126,40,1276,76
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Amazon Converter,Link,Amazon Currency Converter link in the top navigation bar,Click element: Amazon Currency Converter link in the top navigation bar,822,124,984,140
115,www.amazon.com_006_font_clean.png,https://www.amazon.com,Conditions of Use,Link,Conditions of Use link in the footer,Click element: Conditions of Use link in the footer,520,836,606,848
